hotel_name,url,hotel_url,avg_rating,tags,total_positive,total_negative,total_neutral,total_reviews
Sunny Hotel,https://www.booking.com/reviews/be/hotel/du-parlement.en-gb.html?label=gen173nr-1DCA0oFUIMZHUtcGFybGVtZW50SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALyrteHBsACAdICJGEzOWMzYmFjLTU3MDAtNDNmYS04NjIzLTE5YWNmNjU2OWJhZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/du-parlement.en-gb.html?label=gen173nr-1DCA0oFUIMZHUtcGFybGVtZW50SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALyrteHBsACAdICJGEzOWMzYmFjLTU3MDAtNDNmYS04NjIzLTE5YWNmNjU2OWJhZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,6.8,Stayed 4 nights~Economy Double Room~Leisure trip~Stayed 1 night~Solo traveller~Business trip~Double Room~Twin Room~Triple Room~Group~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile,11,3,9,23
Vintage Park Cottage,https://www.booking.com/reviews/be/hotel/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.8,Stayed 4 nights~Leisure trip~Studio (2 Adults)~Stayed 1 night~Triple Room~Double Room with Balcony or Terrace~Solo traveller~People with friends~Group~Business trip~Stayed 3 nights~Stayed 2 nights~Double or Twin Room~Couple~Stayed 5 nights~Family Room~Submitted via mobile~Family with young children,17,0,8,25
Modern View Tower,https://www.booking.com/reviews/be/hotel/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.8,Leisure trip~Studio (2 Adults)~Stayed 1 night~Solo traveller~Business trip~Double Room with Balcony or Terrace~People with friends~Group~With a pet~Triple Room~Stayed 3 nights~Family Room with Balcony~Stayed 2 nights~Double or Twin Room~Couple~Family Room~Submitted via mobile~Family with young children,15,1,8,24
Modern Lodge,https://www.booking.com/reviews/be/hotel/elisabeth.en-gb.html?label=gen173nr-1DCA0oFUIJZWxpc2FiZXRoSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKyrteHBsACAdICJGUyMzRjMTY0LWRiMDMtNGY0NS04YTMyLThlZTM1YzgwNmUyN9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/elisabeth.en-gb.html?label=gen173nr-1DCA0oFUIJZWxpc2FiZXRoSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKyrteHBsACAdICJGUyMzRjMTY0LWRiMDMtNGY0NS04YTMyLThlZTM1YzgwNmUyN9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.2,Stayed 4 nights~Solo traveller~Triple Room~City Triple~Stayed 3 nights~Family with young children~Twisted Room~Executive Room~Couple~Stayed 6 nights~Stayed 1 night~Group~Stayed 2 nights~Submitted via mobile~Leisure trip~Classic Room~People with friends~Deluxe Room~Business trip,17,0,7,24
Golden Bay Tower,https://www.booking.com/reviews/be/hotel/escapade.en-gb.html?label=gen173nr-1DCA0oFUIIZXNjYXBhZGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtK714cGwAIB0gIkOGE5NDJkMmEtNGVhZS00NTljLTg3ODQtMmM2ODQ3MzE2NDFj2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/escapade.en-gb.html?label=gen173nr-1DCA0oFUIIZXNjYXBhZGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtK714cGwAIB0gIkOGE5NDJkMmEtNGVhZS00NTljLTg3ODQtMmM2ODQ3MzE2NDFj2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.4,Leisure trip~Stayed 1 night~Solo traveller~Double Room~Single Room~Quadruple Room~Group~Triple Room~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,11,0,5,16
Sunny View Tower,https://www.booking.com/reviews/be/hotel/esperance.en-gb.html?label=gen173nr-1DCA0oFUIJZXNwZXJhbmNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKotteHBsACAdICJGY4MWUxOTQ2LTM0MTItNDMyMS04MjExLWU4YWUxYzliMzg3M9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/esperance.en-gb.html?label=gen173nr-1DCA0oFUIJZXNwZXJhbmNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKotteHBsACAdICJGY4MWUxOTQ2LTM0MTItNDMyMS04MjExLWU4YWUxYzliMzg3M9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.1,Double Room with Spa Bath~Stayed 4 nights~Leisure trip~Superior Double Room~Stayed 1 night~Solo traveller~Double Room~Business trip~Triple Room~With a pet~Group~People with friends~Deluxe Double Room~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,18,0,6,24
Sunny Inn,https://www.booking.com/reviews/be/hotel/esperance.en-gb.html?label=gen173nr-1DCA0oFUIJZXNwZXJhbmNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKotteHBsACAdICJGY4MWUxOTQ2LTM0MTItNDMyMS04MjExLWU4YWUxYzliMzg3M9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/esperance.en-gb.html?label=gen173nr-1DCA0oFUIJZXNwZXJhbmNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKotteHBsACAdICJGY4MWUxOTQ2LTM0MTItNDMyMS04MjExLWU4YWUxYzliMzg3M9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.1,Double Room with Spa Bath~Stayed 4 nights~Leisure trip~Superior Double Room~Solo traveller~Business trip~Stayed 1 night~Double Room~People with friends~Group~Triple Room~Deluxe Double Room~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,15,0,10,25
Diamond Resort,https://www.booking.com/reviews/be/hotel/esperance.en-gb.html?label=gen173nr-1DCA0oFUIJZXNwZXJhbmNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKotteHBsACAdICJGY4MWUxOTQ2LTM0MTItNDMyMS04MjExLWU4YWUxYzliMzg3M9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/esperance.en-gb.html?label=gen173nr-1DCA0oFUIJZXNwZXJhbmNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKotteHBsACAdICJGY4MWUxOTQ2LTM0MTItNDMyMS04MjExLWU4YWUxYzliMzg3M9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.1,Double Room with Spa Bath~Stayed 4 nights~Leisure trip~Superior Double Room~Triple Room~Stayed 1 night~Double Room~Solo traveller~People with friends~Group~Deluxe Double Room~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Business trip~Family with young children,11,1,12,24
Elite View Lodge,https://www.booking.com/reviews/be/hotel/euro-capital-brussels.en-gb.html?label=gen173nr-1DCA0oFUIVZXVyby1jYXBpdGFsLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKhyNeHBsACAdICJDJmYmY1ZWNlLTVlZGItNGI5Zi1iNzkyLTE2NTk3MDg1ODk5ZtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/euro-capital-brussels.en-gb.html?label=gen173nr-1DCA0oFUIVZXVyby1jYXBpdGFsLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKhyNeHBsACAdICJDJmYmY1ZWNlLTVlZGItNGI5Zi1iNzkyLTE2NTk3MDg1ODk5ZtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.7,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Triple Room~Single Room~Group~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Double or Twin Room~Couple~Stayed 5 nights~Business trip~Family with young children,14,0,9,23
Majestic Bay Retreat,https://www.booking.com/reviews/be/hotel/euro-capital-brussels.en-gb.html?label=gen173nr-1DCA0oFUIVZXVyby1jYXBpdGFsLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKhyNeHBsACAdICJDJmYmY1ZWNlLTVlZGItNGI5Zi1iNzkyLTE2NTk3MDg1ODk5ZtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/euro-capital-brussels.en-gb.html?label=gen173nr-1DCA0oFUIVZXVyby1jYXBpdGFsLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKhyNeHBsACAdICJDJmYmY1ZWNlLTVlZGItNGI5Zi1iNzkyLTE2NTk3MDg1ODk5ZtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.7,Leisure trip~Solo traveller~Stayed 1 night~Business trip~People with friends~Stayed 3 nights~Stayed 2 nights~Double or Twin Room~Couple~Submitted via mobile~Family with young children,5,0,2,7
Atlantic Retreat,https://www.booking.com/reviews/be/hotel/eurocap.en-gb.html?label=gen173nr-1DCA0oFUIHZXVyb2NhcEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC4KzXhwbAAgHSAiRlZmNjZGRiNS1lMTJlLTRhY2YtOGU4NS1hYWNlYzQ5NTZmYTXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/eurocap.en-gb.html?label=gen173nr-1DCA0oFUIHZXVyb2NhcEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC4KzXhwbAAgHSAiRlZmNjZGRiNS1lMTJlLTRhY2YtOGU4NS1hYWNlYzQ5NTZmYTXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,6.0,Stayed 4 nights~Leisure trip~Triple Room~Stayed 1 night~Double Room~Business trip~Solo traveller~Single Room~People with friends~Twin Room~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 6 nights~Submitted via mobile~Family with young children,0,0,23,23
Pacific Sanctuary,https://www.booking.com/reviews/be/hotel/eurocap.en-gb.html?label=gen173nr-1DCA0oFUIHZXVyb2NhcEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC4KzXhwbAAgHSAiRlZmNjZGRiNS1lMTJlLTRhY2YtOGU4NS1hYWNlYzQ5NTZmYTXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/eurocap.en-gb.html?label=gen173nr-1DCA0oFUIHZXVyb2NhcEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC4KzXhwbAAgHSAiRlZmNjZGRiNS1lMTJlLTRhY2YtOGU4NS1hYWNlYzQ5NTZmYTXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,6.0,Stayed 4 nights~Leisure trip~Stayed 1 night~Triple Room~Double Room~Business trip~Solo traveller~Group~Single Room~Twin Room~People with friends~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,7,6,12,25
Cozy Resort,https://www.booking.com/reviews/be/hotel/europe.en-gb.html?label=gen173nr-1DCA0oFUIGZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKMxdeHBsACAdICJGRkMDI3NmVmLTQ4MTMtNDk5Mi1hNmZkLTAyMjg0Y2VhNDJkM9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/europe.en-gb.html?label=gen173nr-1DCA0oFUIGZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKMxdeHBsACAdICJGRkMDI3NmVmLTQ4MTMtNDk5Mi1hNmZkLTAyMjg0Y2VhNDJkM9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.2,Stayed 4 nights~Solo traveller~Stayed 3 nights~Family with young children~Superior Single Room~Couple~Stayed 6 nights~Stayed 8 nights~Stayed 1 night~Standard Double Room~Group~Stayed 2 nights~Submitted via mobile~Leisure trip~Superior Double Room~People with friends~Standard Single Room~Superior Double Room with Sofa~Business trip,8,0,16,24
Grand Inn,https://www.booking.com/reviews/be/hotel/europe.en-gb.html?label=gen173nr-1DCA0oFUIGZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKMxdeHBsACAdICJGRkMDI3NmVmLTQ4MTMtNDk5Mi1hNmZkLTAyMjg0Y2VhNDJkM9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/europe.en-gb.html?label=gen173nr-1DCA0oFUIGZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKMxdeHBsACAdICJGRkMDI3NmVmLTQ4MTMtNDk5Mi1hNmZkLTAyMjg0Y2VhNDJkM9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.2,Leisure trip~Superior Double Room~Stayed 1 night~People with friends~Superior Double Room with Sofa~Stayed 3 nights~Stayed 2 nights~Submitted via mobile~Family with young children,2,1,0,3
Golden Residence,https://www.booking.com/reviews/be/hotel/evergreen.en-gb.html?label=gen173nr-1DCA0oFUIJZXZlcmdyZWVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJu9eHBsACAdICJDc5ZThhMTY5LTI4MzUtNDcyMi05MGUwLWE5MjEyNDA1ZGUwZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/evergreen.en-gb.html?label=gen173nr-1DCA0oFUIJZXZlcmdyZWVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJu9eHBsACAdICJDc5ZThhMTY5LTI4MzUtNDcyMi05MGUwLWE5MjEyNDA1ZGUwZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,6.5,Stayed 4 nights~Leisure trip~Single Room~Solo traveller~Business trip~Stayed 1 night~Twin Room~Group~Double Room~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile,0,0,24,24
Modern Hotel,https://www.booking.com/reviews/be/hotel/evergreen.en-gb.html?label=gen173nr-1DCA0oFUIJZXZlcmdyZWVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJu9eHBsACAdICJDc5ZThhMTY5LTI4MzUtNDcyMi05MGUwLWE5MjEyNDA1ZGUwZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/evergreen.en-gb.html?label=gen173nr-1DCA0oFUIJZXZlcmdyZWVuSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJu9eHBsACAdICJDc5ZThhMTY5LTI4MzUtNDcyMi05MGUwLWE5MjEyNDA1ZGUwZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,6.5,Stayed 4 nights~Leisure trip~Single Room~Solo traveller~Stayed 1 night~Double Room~Twin Room~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Business trip~Family with young children,0,1,11,12
Diamond Cottage,https://www.booking.com/reviews/be/hotel/fevery.en-gb.html?label=gen173nr-1DCA0oFUIGZmV2ZXJ5SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJwdeHBsACAdICJGY5OTAyOWQ0LTk3ODgtNGQ3NS04OTcxLTc1YzMyMTVjNzc2NNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/fevery.en-gb.html?label=gen173nr-1DCA0oFUIGZmV2ZXJ5SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJwdeHBsACAdICJGY5OTAyOWQ0LTk3ODgtNGQ3NS04OTcxLTc1YzMyMTVjNzc2NNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.3,Double Room for Single Use~Budget Double Room~Leisure trip~Superior Double Room~Solo traveller~Stayed 1 night~Standard Double Room with Balcony~Stayed 4 nights~People with friends~Queen Room~Business trip~Stayed 3 nights~Duplex Room~Stayed 2 nights~Comfort Double Room~Couple~Submitted via mobile~Family with young children,23,0,0,23
Crystal Retreat,https://www.booking.com/reviews/be/hotel/fevery.en-gb.html?label=gen173nr-1DCA0oFUIGZmV2ZXJ5SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJwdeHBsACAdICJGY5OTAyOWQ0LTk3ODgtNGQ3NS04OTcxLTc1YzMyMTVjNzc2NNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/fevery.en-gb.html?label=gen173nr-1DCA0oFUIGZmV2ZXJ5SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJwdeHBsACAdICJGY5OTAyOWQ0LTk3ODgtNGQ3NS04OTcxLTc1YzMyMTVjNzc2NNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.3,Double Room for Single Use~Stayed 4 nights~Leisure trip~Superior Double Room~Solo traveller~Queen Room~Budget Double Room~Standard Double Room with Balcony~People with friends~Group~Stayed 1 night~Stayed 3 nights~Duplex Room~Stayed 2 nights~Comfort Double Room~Couple~Submitted via mobile~Family with young children,23,0,2,25
Pacific Hotel,https://www.booking.com/reviews/be/hotel/gasthof-t-zweerd.en-gb.html?label=gen173nr-1DCA0oFUIQZ2FzdGhvZi10LXp3ZWVyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC0bnXhwbAAgHSAiRhY2NlYzZkZC04OGVkLTQwODAtYjZiYS01M2NmMTY3ZWNkYzfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/gasthof-t-zweerd.en-gb.html?label=gen173nr-1DCA0oFUIQZ2FzdGhvZi10LXp3ZWVyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC0bnXhwbAAgHSAiRhY2NlYzZkZC04OGVkLTQwODAtYjZiYS01M2NmMTY3ZWNkYzfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,7.7,Standard King Room~Stayed 4 nights~Leisure trip~Solo traveller~Standard Twin Room~Stayed 1 night~Budget Single Room~Standard Double Room~People with friends~Group~Comfort Single Room~Stayed 2 nights~Budget Twin Room~Couple~Submitted via mobile~Family with young children,14,0,10,24
Blue Retreat,https://www.booking.com/reviews/be/hotel/gasthof-t-zweerd.en-gb.html?label=gen173nr-1DCA0oFUIQZ2FzdGhvZi10LXp3ZWVyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC0bnXhwbAAgHSAiRhY2NlYzZkZC04OGVkLTQwODAtYjZiYS01M2NmMTY3ZWNkYzfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/gasthof-t-zweerd.en-gb.html?label=gen173nr-1DCA0oFUIQZ2FzdGhvZi10LXp3ZWVyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC0bnXhwbAAgHSAiRhY2NlYzZkZC04OGVkLTQwODAtYjZiYS01M2NmMTY3ZWNkYzfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,7.7,Stayed 4 nights~Solo traveller~Stayed 3 nights~Budget Twin Room~Family with young children~Standard Twin Room~Couple~Stayed 1 night~Budget Single Room~Standard Double Room~Group~Family Room (2 Adults + 2 Children)~Stayed 2 nights~Submitted via mobile~Standard King Room~Family Room (3 Adults + 2 Children)~Leisure trip~With a pet~Business trip,12,0,11,23
Grand View Manor,https://www.booking.com/reviews/be/hotel/gasthof-t-zweerd.en-gb.html?label=gen173nr-1DCA0oFUIQZ2FzdGhvZi10LXp3ZWVyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC0bnXhwbAAgHSAiRhY2NlYzZkZC04OGVkLTQwODAtYjZiYS01M2NmMTY3ZWNkYzfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/gasthof-t-zweerd.en-gb.html?label=gen173nr-1DCA0oFUIQZ2FzdGhvZi10LXp3ZWVyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC0bnXhwbAAgHSAiRhY2NlYzZkZC04OGVkLTQwODAtYjZiYS01M2NmMTY3ZWNkYzfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,7.7,Family Room (3 Adults + 2 Children)~Leisure trip~Stayed 4 nights~Standard Twin Room~Stayed 1 night~Solo traveller~Standard Double Room~Group~Family Room (2 Adults + 2 Children)~Comfort Single Room~Stayed 3 nights~Stayed 2 nights~Budget Twin Room~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,10,0,15,25
Royal Bay Resort,https://www.booking.com/reviews/be/hotel/gasthof-t-zweerd.en-gb.html?label=gen173nr-1DCA0oFUIQZ2FzdGhvZi10LXp3ZWVyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC0bnXhwbAAgHSAiRhY2NlYzZkZC04OGVkLTQwODAtYjZiYS01M2NmMTY3ZWNkYzfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,https://www.booking.com/hotel/be/gasthof-t-zweerd.en-gb.html?label=gen173nr-1DCA0oFUIQZ2FzdGhvZi10LXp3ZWVyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC0bnXhwbAAgHSAiRhY2NlYzZkZC04OGVkLTQwODAtYjZiYS01M2NmMTY3ZWNkYzfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,7.7,Solo traveller~Stayed 3 nights~Budget Twin Room~Family with young children~Standard Twin Room~Couple~Stayed 5 nights~Comfort Single Room~Stayed 1 night~Budget Single Room~Standard Double Room~Group~Family Room (2 Adults + 2 Children)~Stayed 2 nights~Submitted via mobile~Standard King Room~Family Room (3 Adults + 2 Children)~Leisure trip~People with friends~With a pet,14,2,8,24
Majestic View Manor,https://www.booking.com/reviews/be/hotel/hotelguldenvliesbrugge.en-gb.html?label=gen173nr-1DCA0oFUIWaG90ZWxndWxkZW52bGllc2JydWdnZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCgbLXhwbAAgHSAiRjNGNiYWQwZi1lNTExLTRmZjMtOTkyNy1iYzc5YTA0YjA4OTXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/hotelguldenvliesbrugge.en-gb.html?label=gen173nr-1DCA0oFUIWaG90ZWxndWxkZW52bGllc2JydWdnZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCgbLXhwbAAgHSAiRjNGNiYWQwZi1lNTExLTRmZjMtOTkyNy1iYzc5YTA0YjA4OTXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.5,Standard Double or Twin Room~Budget Double Room~Leisure trip~Stayed 1 night~Business trip~Solo traveller~Budget Family Room~People with friends~Group~Small Double Room~Stayed 3 nights~Family Room (4 Adults)~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,22,0,2,24
